name	taxonomy_id	taxonomy_lvl	119_S24.O.bracken_num	119_S24.O.bracken_frac	120_S25.O.bracken_num	120_S25.O.bracken_frac	140_S26.O.bracken_num	140_S26.O.bracken_frac	147_S27.O.bracken_num	147_S27.O.bracken_frac	177_S28.O.bracken_num	177_S28.O.bracken_frac	178_S29.O.bracken_num	178_S29.O.bracken_frac	179_S31.O.bracken_num	179_S31.O.bracken_frac	209_S30.O.bracken_num	209_S30.O.bracken_frac	214_S32.O.bracken_num	214_S32.O.bracken_frac	82_S21.O.bracken_num	82_S21.O.bracken_frac	88_S22.O.bracken_num	88_S22.O.bracken_frac	99_S23.O.bracken_num	99_S23.O.bracken_frac	BLB_S18.O.bracken_num	BLB_S18.O.bracken_frac	BLB_WG4.O.bracken_num	BLB_WG4.O.bracken_frac	BLR_S17.O.bracken_num	BLR_S17.O.bracken_frac	BLR_WG4.O.bracken_num	BLR_WG4.O.bracken_frac	BLS_S16.O.bracken_num	BLS_S16.O.bracken_frac	DC06_S1.O.bracken_num	DC06_S1.O.bracken_frac	DC10_S2.O.bracken_num	DC10_S2.O.bracken_frac	DC11_S3.O.bracken_num	DC11_S3.O.bracken_frac	DC17_S4.O.bracken_num	DC17_S4.O.bracken_frac	DM13_S9.O.bracken_num	DM13_S9.O.bracken_frac	DM14_S10.O.bracken_num	DM14_S10.O.bracken_frac	DM15_S11.O.bracken_num	DM15_S11.O.bracken_frac	DM16_S12.O.bracken_num	DM16_S12.O.bracken_frac	GG01_S14.O.bracken_num	GG01_S14.O.bracken_frac	GH01_S13.O.bracken_num	GH01_S13.O.bracken_frac	GN13_S5.O.bracken_num	GN13_S5.O.bracken_frac	GN15_S6.O.bracken_num	GN15_S6.O.bracken_frac	GN18_S7.O.bracken_num	GN18_S7.O.bracken_frac	GN19_S8.O.bracken_num	GN19_S8.O.bracken_frac	NEG_S33.O.bracken_num	NEG_S33.O.bracken_frac	OC01_S15.O.bracken_num	OC01_S15.O.bracken_frac
Caudovirales	28883	O	4345	0.00068	4365	0.00065	47303	0.00479	57078	0.00519	8205	0.00074	6650	0.00066	6896	0.00073	7435	0.00075	9119	0.00106	40401	0.00435	19161	0.00186	5075	0.00093	9249	0.00102	26396	0.00273	7130	0.00122	22384	0.00228	34359	0.00317	31481	0.00272	9252	0.00083	34684	0.00279	14760	0.00139	6212	0.00112	22041	0.00228	49349	0.00577	21814	0.00232	25614	0.00365	19105	0.00160	6533	0.00088	21281	0.00209	22896	0.00208	27015	0.00288	0	0.00000	5051	0.00067
Sepolyvirales	2732532	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	29	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	37	0.00000	14	0.00000	54	0.00000	56	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mytilinidiales	603422	O	102	0.00002	105	0.00002	173	0.00002	190	0.00002	249	0.00002	138	0.00001	181	0.00002	134	0.00001	184	0.00002	119	0.00001	143	0.00001	109	0.00002	164	0.00002	242	0.00002	137	0.00002	90	0.00001	256	0.00002	260	0.00002	111	0.00001	418	0.00003	196	0.00002	86	0.00002	194	0.00002	171	0.00002	203	0.00002	518	0.00007	167	0.00001	131	0.00002	121	0.00001	313	0.00003	284	0.00003	0	0.00000	171	0.00002
Bucerotiformes	57379	O	146	0.00002	76	0.00001	174	0.00002	171	0.00002	184	0.00002	151	0.00002	186	0.00002	192	0.00002	158	0.00002	165	0.00002	80	0.00001	74	0.00001	175	0.00002	50	0.00001	109	0.00002	187	0.00002	184	0.00002	153	0.00001	31	0.00000	130	0.00001	103	0.00001	67	0.00001	36	0.00000	75	0.00001	51	0.00001	59	0.00001	121	0.00001	163	0.00002	48	0.00000	151	0.00001	72	0.00001	0	0.00000	157	0.00002
Pollicipedomorpha	2899683	O	1738	0.00027	1291	0.00019	376	0.00004	422	0.00004	501	0.00005	416	0.00004	389	0.00004	476	0.00005	361	0.00004	368	0.00004	1040	0.00010	205	0.00004	390	0.00004	325	0.00003	194	0.00003	111	0.00001	165	0.00002	469	0.00004	191	0.00002	674	0.00005	545	0.00005	390	0.00007	470	0.00005	234	0.00003	340	0.00004	332	0.00005	582	0.00005	318	0.00004	190	0.00002	814	0.00007	536	0.00006	0	0.00000	365	0.00005
Xylonales	1217820	O	61	0.00001	50	0.00001	61	0.00001	81	0.00001	92	0.00001	73	0.00001	99	0.00001	65	0.00001	66	0.00001	69	0.00001	53	0.00001	56	0.00001	63	0.00001	100	0.00001	59	0.00001	39	0.00000	16	0.00000	118	0.00001	26	0.00000	103	0.00001	74	0.00001	46	0.00001	46	0.00000	94	0.00001	49	0.00001	68	0.00001	57	0.00000	59	0.00001	55	0.00001	94	0.00001	95	0.00001	0	0.00000	69	0.00001
Sphingobacteriales	200666	O	2667	0.00042	2865	0.00043	3492	0.00035	4119	0.00037	2773	0.00025	2092	0.00021	2050	0.00022	2702	0.00027	2754	0.00032	1970	0.00021	2881	0.00028	2227	0.00041	7411	0.00082	46897	0.00484	6361	0.00108	14315	0.00146	42791	0.00395	32977	0.00285	4473	0.00040	55088	0.00443	13997	0.00132	5840	0.00106	25809	0.00267	32915	0.00385	31311	0.00333	13105	0.00187	4230	0.00036	2540	0.00034	8635	0.00085	10463	0.00095	5848	0.00062	0	0.00000	1645	0.00022
Amblypygi	61977	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	3125	0.00032	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	625	0.00005	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Perissodactyla	9787	O	6015	0.00094	6707	0.00100	6759	0.00068	7662	0.00070	7462	0.00067	6287	0.00063	6381	0.00068	10072	0.00101	7283	0.00085	8240	0.00089	4780	0.00046	6259	0.00114	6487	0.00072	2263	0.00023	3998	0.00068	2379	0.00024	3117	0.00029	5810	0.00050	1884	0.00017	4041	0.00032	4660	0.00044	3364	0.00061	2351	0.00024	2142	0.00025	2411	0.00026	4272	0.00061	6354	0.00053	6731	0.00090	3157	0.00031	4520	0.00041	2223	0.00024	0	0.00000	5336	0.00071
Golfingiida	792580	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	197	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Mindivirales	2732542	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	12	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	15	0.00000	0	0.00000	0	0.00000
Gyrodactylidea	2486286	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	11	0.00000	12	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	47	0.00000	58	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Thermotogales	2419	O	116	0.00002	140	0.00002	204	0.00002	230	0.00002	323	0.00003	400	0.00004	279	0.00003	251	0.00003	219	0.00003	159	0.00002	208	0.00002	144	0.00003	240	0.00003	2502	0.00026	250	0.00004	2134	0.00022	2113	0.00020	870	0.00008	212	0.00002	1749	0.00014	476	0.00004	202	0.00004	692	0.00007	565	0.00007	635	0.00007	936	0.00013	317	0.00003	253	0.00003	680	0.00007	844	0.00008	335	0.00004	0	0.00000	150	0.00002
Dilleniales	403665	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	76	0.00001
Licmophorales	2108076	O	0	0.00000	0	0.00000	0	0.00000	93	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Polypteriformes	8288	O	3191	0.00050	3283	0.00049	3384	0.00034	3895	0.00035	24831	0.00223	26875	0.00267	23670	0.00251	5496	0.00055	3527	0.00041	3846	0.00041	4013	0.00039	2224	0.00041	5710	0.00063	1895	0.00020	3522	0.00060	2221	0.00023	1890	0.00017	4749	0.00041	1460	0.00013	3244	0.00026	3355	0.00032	2230	0.00040	1840	0.00019	1656	0.00019	1612	0.00017	2020	0.00029	3911	0.00033	3628	0.00049	2642	0.00026	3289	0.00030	1442	0.00015	0	0.00000	10113	0.00134
Sphenodontia	8505	O	0	0.00000	0	0.00000	49	0.00000	45	0.00000	41	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	41	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Phototrophicales	2364208	O	0	0.00000	24	0.00000	35	0.00000	32	0.00000	24	0.00000	14	0.00000	21	0.00000	25	0.00000	19	0.00000	31	0.00000	20	0.00000	19	0.00000	37	0.00000	82	0.00001	19	0.00000	0	0.00000	28	0.00000	65	0.00001	18	0.00000	109	0.00001	118	0.00001	121	0.00002	94	0.00001	146	0.00002	103	0.00001	1089	0.00016	99	0.00001	0	0.00000	21	0.00000	60	0.00001	1527	0.00016	0	0.00000	24	0.00000
Anaerolineales	292629	O	128	0.00002	117	0.00002	201	0.00002	276	0.00003	215	0.00002	105	0.00001	108	0.00001	236	0.00002	156	0.00002	152	0.00002	181	0.00002	341	0.00006	272	0.00003	432	0.00004	346	0.00006	269	0.00003	254	0.00002	383	0.00003	200	0.00002	1144	0.00009	929	0.00009	335	0.00006	719	0.00007	716	0.00008	839	0.00009	311	0.00004	302	0.00003	187	0.00003	233	0.00002	735	0.00007	650	0.00007	0	0.00000	260	0.00003
Ophiostomatales	5151	O	293	0.00005	298	0.00004	202	0.00002	189	0.00002	268	0.00002	170	0.00002	153	0.00002	393	0.00004	286	0.00003	180	0.00002	179	0.00002	167	0.00003	393	0.00004	244	0.00003	227	0.00004	238	0.00002	393	0.00004	633	0.00005	208	0.00002	652	0.00005	602	0.00006	303	0.00005	352	0.00004	382	0.00004	362	0.00004	481	0.00007	303	0.00003	205	0.00003	281	0.00003	399	0.00004	563	0.00006	0	0.00000	185	0.00002
Enchytraeida	1964463	O	0	0.00000	158	0.00002	0	0.00000	0	0.00000	345	0.00003	0	0.00000	0	0.00000	573	0.00006	0	0.00000	0	0.00000	685	0.00007	95	0.00002	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	114	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Jungermanniales	3199	O	32	0.00000	27	0.00000	129	0.00001	96	0.00001	73	0.00001	62	0.00001	72	0.00001	54	0.00001	88	0.00001	60	0.00001	81	0.00001	41	0.00001	40	0.00000	0	0.00000	25	0.00000	0	0.00000	62	0.00001	60	0.00001	43	0.00000	116	0.00001	52	0.00000	25	0.00000	61	0.00001	64	0.00001	61	0.00001	135	0.00002	85	0.00001	52	0.00001	21	0.00000	17	0.00000	30	0.00000	0	0.00000	480	0.00006
Ulvales	3113	O	205	0.00003	44	0.00001	38	0.00000	151	0.00001	131	0.00001	80	0.00001	107	0.00001	37	0.00000	61	0.00001	32	0.00000	154	0.00001	49	0.00001	250	0.00003	448	0.00005	76	0.00001	450	0.00005	210	0.00002	78	0.00001	18	0.00000	127	0.00001	35	0.00000	61	0.00001	540	0.00006	88	0.00001	111	0.00001	88	0.00001	56	0.00000	70	0.00001	119	0.00001	152	0.00001	63	0.00001	0	0.00000	293	0.00004
Reovirales	2732541	O	68	0.00001	69	0.00001	103	0.00001	118	0.00001	149	0.00001	104	0.00001	127	0.00001	137	0.00001	81	0.00001	119	0.00001	110	0.00001	67	0.00001	147	0.00002	374	0.00004	84	0.00001	272	0.00003	265	0.00002	202	0.00002	51	0.00000	166	0.00001	149	0.00001	80	0.00001	114	0.00001	128	0.00001	62	0.00001	257	0.00004	301	0.00003	158	0.00002	168	0.00002	118	0.00001	66	0.00001	0	0.00000	82	0.00001
Nemastomatales	199699	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	58	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Amphipoda	6821	O	1786	0.00028	1847	0.00028	2893	0.00029	3321	0.00030	1725	0.00016	1494	0.00015	1404	0.00015	6713	0.00067	5422	0.00063	2814	0.00030	2314	0.00022	6073	0.00111	944	0.00010	400	0.00004	614	0.00010	506	0.00005	415	0.00004	2481	0.00021	767	0.00007	838	0.00007	1848	0.00017	1250	0.00023	566	0.00006	742	0.00009	669	0.00007	689	0.00010	1118	0.00009	1031	0.00014	683	0.00007	1128	0.00010	419	0.00004	0	0.00000	1312	0.00017
Palmophyllales	1524963	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	62	0.00001	14	0.00000	52	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1518	0.00016	0	0.00000	0	0.00000
Rhizophydiales	451442	O	58	0.00001	122	0.00002	78	0.00001	104	0.00001	63	0.00001	58	0.00001	62	0.00001	80	0.00001	76	0.00001	50	0.00001	106	0.00001	45	0.00001	108	0.00001	94	0.00001	125	0.00002	94	0.00001	121	0.00001	309	0.00003	61	0.00001	1608	0.00013	55	0.00001	25	0.00000	249	0.00003	139	0.00002	63	0.00001	24	0.00000	47	0.00000	43	0.00001	72	0.00001	121	0.00001	57	0.00001	0	0.00000	60	0.00001
Chthonomonadales	1077263	O	0	0.00000	0	0.00000	72	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	167	0.00002	66	0.00001	94	0.00001	16	0.00000	0	0.00000	170	0.00002	0	0.00000	0	0.00000	0	0.00000	93	0.00001	236	0.00002	0	0.00000	544	0.00004	405	0.00004	214	0.00004	366	0.00004	97362	0.01138	347	0.00004	59	0.00001	97	0.00001	75	0.00001	0	0.00000	267	0.00002	109	0.00001	0	0.00000	1087	0.00014
Dictyoceratida	119428	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Sirenia	9774	O	428	0.00007	477	0.00007	1782	0.00018	1186	0.00011	1536	0.00014	1454	0.00014	1489	0.00016	933	0.00009	1123	0.00013	722	0.00008	1255	0.00012	953	0.00017	981	0.00011	508	0.00005	866	0.00015	1227	0.00013	598	0.00006	2029	0.00018	428	0.00004	1524	0.00012	1479	0.00014	881	0.00016	630	0.00007	478	0.00006	811	0.00009	670	0.00010	576	0.00005	1334	0.00018	850	0.00008	1297	0.00012	422	0.00004	0	0.00000	1151	0.00015
Blubervirales	2732515	O	0	0.00000	2489	0.00037	197	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	112	0.00001	0	0.00000	1142	0.00012	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	145	0.00001	0	0.00000	0	0.00000	1446	0.00014	0	0.00000	0	0.00000	123	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1087	0.00014
Saprolegniales	4763	O	354	0.00006	354	0.00005	418	0.00004	542	0.00005	555	0.00005	445	0.00004	428	0.00005	564	0.00006	986	0.00011	577	0.00006	724	0.00007	432	0.00008	807	0.00009	868	0.00009	417	0.00007	1285	0.00013	1620	0.00015	935	0.00008	398	0.00004	1227	0.00010	860	0.00008	455	0.00008	746	0.00008	689	0.00008	873	0.00009	833	0.00012	862	0.00007	552	0.00007	1197	0.00012	1274	0.00012	854	0.00009	0	0.00000	398	0.00005
Acanthuriformes	1489937	O	0	0.00000	0	0.00000	186	0.00002	0	0.00000	386	0.00003	226	0.00002	0	0.00000	333	0.00003	174	0.00002	538	0.00006	0	0.00000	174	0.00003	124	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	188	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	268	0.00002	306	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Candidatus Peribacterales	1803398	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	139	0.00002	0	0.00000	66	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	35	0.00000	58	0.00001	0	0.00000	21	0.00000	97	0.00001	103	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	77	0.00001	81	0.00001	0	0.00000	0	0.00000
Tubificida	2937015	O	0	0.00000	0	0.00000	136	0.00001	158	0.00001	186	0.00002	0	0.00000	0	0.00000	106	0.00001	98	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Balneolales	1853223	O	53	0.00001	58	0.00001	113	0.00001	122	0.00001	70	0.00001	457	0.00005	356	0.00004	77	0.00001	68	0.00001	80	0.00001	60	0.00001	2763	0.00051	123	0.00001	1538	0.00016	151	0.00003	1595	0.00016	2688	0.00025	595	0.00005	234	0.00002	1726	0.00014	318	0.00003	141	0.00003	939	0.00010	446	0.00005	557	0.00006	269	0.00004	180	0.00002	99	0.00001	257	0.00003	646	0.00006	290	0.00003	0	0.00000	67	0.00001
Alteromonadales	135622	O	4162	0.00065	4252	0.00063	8032	0.00081	7413	0.00067	10518	0.00095	27905	0.00278	5534	0.00059	14265	0.00143	8418	0.00098	4848	0.00052	4700	0.00046	5474	0.00100	9675	0.00107	27615	0.00285	128564	0.02192	20611	0.00210	33500	0.00309	43029	0.00372	24846	0.00222	24964	0.00201	228378	0.02149	9220	0.00167	24052	0.00249	25381	0.00297	21598	0.00229	99824	0.01422	9148	0.00077	3841	0.00052	10329	0.00102	18427	0.00167	13981	0.00149	0	0.00000	5099	0.00067
Mugiliformes	41872	O	2123	0.00033	2246	0.00034	2611	0.00026	2826	0.00026	3270	0.00029	2716	0.00027	2434	0.00026	3176	0.00032	2238	0.00026	2674	0.00029	1571	0.00015	1671	0.00031	1746	0.00019	666	0.00007	1140	0.00019	757	0.00008	589	0.00005	2305	0.00020	703	0.00006	837	0.00007	1674	0.00016	1286	0.00023	802	0.00008	657	0.00008	685	0.00007	1714	0.00024	2786	0.00023	3396	0.00046	1212	0.00012	1939	0.00018	775	0.00008	0	0.00000	1859	0.00025
Nectiopoda	116564	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	66	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Peltigerales	388450	O	0	0.00000	16	0.00000	112	0.00001	68	0.00001	45	0.00000	58	0.00001	30	0.00000	83	0.00001	26	0.00000	20	0.00000	28	0.00000	0	0.00000	22	0.00000	116	0.00001	0	0.00000	83	0.00001	30	0.00000	73	0.00001	0	0.00000	68	0.00001	43	0.00000	0	0.00000	43	0.00000	0	0.00000	50	0.00001	0	0.00000	36	0.00000	23	0.00000	28	0.00000	38	0.00000	0	0.00000	0	0.00000	19	0.00000
Pneumocystidales	37987	O	626	0.00010	540	0.00008	252	0.00003	270	0.00002	442	0.00004	334	0.00003	362	0.00004	397	0.00004	302	0.00004	251	0.00003	582	0.00006	186	0.00003	515	0.00006	1419	0.00015	371	0.00006	1574	0.00016	1153	0.00011	640	0.00006	191	0.00002	936	0.00008	391	0.00004	179	0.00003	461	0.00005	384	0.00004	459	0.00005	356	0.00005	591	0.00005	359	0.00005	800	0.00008	619	0.00006	245	0.00003	0	0.00000	1130	0.00015
Opisthorchiida	6193	O	191	0.00003	172	0.00003	247	0.00002	233	0.00002	145	0.00001	239	0.00002	178	0.00002	290	0.00003	235	0.00003	149	0.00002	81	0.00001	163	0.00003	178	0.00002	155	0.00002	175	0.00003	186	0.00002	212	0.00002	223	0.00002	65	0.00001	245	0.00002	138	0.00001	104	0.00002	222	0.00002	172	0.00002	121	0.00001	91	0.00001	245	0.00002	153	0.00002	180	0.00002	158	0.00001	95	0.00001	0	0.00000	572	0.00008
Chlorokybales	131214	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	58	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Natranaerobiales	485256	O	79	0.00001	29	0.00000	35	0.00000	125	0.00001	75	0.00001	48	0.00000	49	0.00001	118	0.00001	45	0.00001	34	0.00000	125	0.00001	0	0.00000	55	0.00001	1624	0.00017	164	0.00003	1094	0.00011	1278	0.00012	255	0.00002	34	0.00000	1594	0.00013	98	0.00001	219	0.00004	750	0.00008	707	0.00008	366	0.00004	401	0.00006	246	0.00002	85	0.00001	235	0.00002	295	0.00003	144	0.00002	0	0.00000	77	0.00001
Eulipotyphla	9362	O	2689	0.00042	3077	0.00046	2334	0.00024	2500	0.00023	3710	0.00033	2910	0.00029	2965	0.00031	3079	0.00031	2232	0.00026	1920	0.00021	1359	0.00013	1816	0.00033	2422	0.00027	836	0.00009	1490	0.00025	1630	0.00017	1285	0.00012	2580	0.00022	1183	0.00011	1784	0.00014	1924	0.00018	1346	0.00024	1646	0.00017	1204	0.00014	1325	0.00014	802	0.00011	3512	0.00029	2737	0.00037	1703	0.00017	2246	0.00020	1399	0.00015	0	0.00000	2205	0.00029
Lunulariales	981396	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	154	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	36	0.00000	0	0.00000	0	0.00000
Desulfurellales	213113	O	0	0.00000	11	0.00000	684	0.00007	15	0.00000	48	0.00000	281	0.00003	42	0.00000	112	0.00001	56	0.00001	16	0.00000	43	0.00000	0	0.00000	74	0.00001	2726	0.00028	16	0.00000	78	0.00001	78	0.00001	97	0.00001	20	0.00000	171	0.00001	160	0.00002	349	0.00006	347	0.00004	135	0.00002	158	0.00002	86	0.00001	155	0.00001	33	0.00000	143	0.00001	476	0.00004	1102	0.00012	0	0.00000	34	0.00000
Crossosomatales	232392	O	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	90	0.00001	0	0.00000	0	0.00000	0	0.00000	127	0.00002	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	628	0.00007	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Plocamiales	35203	O	14	0.00000	15	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	11	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000
Metzgeriales	34158	O	64	0.00001	43	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
