name	taxonomy_id	taxonomy_lvl	119_S24.C.bracken_num	119_S24.C.bracken_frac	120_S25.C.bracken_num	120_S25.C.bracken_frac	140_S26.C.bracken_num	140_S26.C.bracken_frac	147_S27.C.bracken_num	147_S27.C.bracken_frac	177_S28.C.bracken_num	177_S28.C.bracken_frac	178_S29.C.bracken_num	178_S29.C.bracken_frac	179_S31.C.bracken_num	179_S31.C.bracken_frac	209_S30.C.bracken_num	209_S30.C.bracken_frac	214_S32.C.bracken_num	214_S32.C.bracken_frac	82_S21.C.bracken_num	82_S21.C.bracken_frac	88_S22.C.bracken_num	88_S22.C.bracken_frac	99_S23.C.bracken_num	99_S23.C.bracken_frac	BLB_S18.C.bracken_num	BLB_S18.C.bracken_frac	BLB_WG4.C.bracken_num	BLB_WG4.C.bracken_frac	BLR_S17.C.bracken_num	BLR_S17.C.bracken_frac	BLR_WG4.C.bracken_num	BLR_WG4.C.bracken_frac	BLS_S16.C.bracken_num	BLS_S16.C.bracken_frac	DC06_S1.C.bracken_num	DC06_S1.C.bracken_frac	DC10_S2.C.bracken_num	DC10_S2.C.bracken_frac	DC11_S3.C.bracken_num	DC11_S3.C.bracken_frac	DC17_S4.C.bracken_num	DC17_S4.C.bracken_frac	DM13_S9.C.bracken_num	DM13_S9.C.bracken_frac	DM14_S10.C.bracken_num	DM14_S10.C.bracken_frac	DM15_S11.C.bracken_num	DM15_S11.C.bracken_frac	DM16_S12.C.bracken_num	DM16_S12.C.bracken_frac	GG01_S14.C.bracken_num	GG01_S14.C.bracken_frac	GH01_S13.C.bracken_num	GH01_S13.C.bracken_frac	GN13_S5.C.bracken_num	GN13_S5.C.bracken_frac	GN15_S6.C.bracken_num	GN15_S6.C.bracken_frac	GN18_S7.C.bracken_num	GN18_S7.C.bracken_frac	GN19_S8.C.bracken_num	GN19_S8.C.bracken_frac	NEG_S33.C.bracken_num	NEG_S33.C.bracken_frac	OC01_S15.C.bracken_num	OC01_S15.C.bracken_frac
Elardia	2681632	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	69	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Chrymotiviricetes	2732458	C	0	0.00000	12	0.00000	15	0.00000	13	0.00000	14	0.00000	12	0.00000	10	0.00000	190	0.00002	0	0.00000	0	0.00000	11	0.00000	0	0.00000	20	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	67	0.00001	39	0.00000	27	0.00000	19	0.00000	10	0.00000	0	0.00000	0	0.00000	35	0.00000	62	0.00001	0	0.00000	18	0.00000	0	0.00000	34	0.00000	22	0.00000	0	0.00000	0	0.00000
Chitinophagia	1853228	C	785	0.00012	937	0.00014	1385	0.00014	1468	0.00013	1666	0.00015	1115	0.00011	1144	0.00012	1350	0.00014	1021	0.00012	1125	0.00012	1377	0.00013	2260	0.00041	2985	0.00033	16195	0.00167	3022	0.00052	8331	0.00085	17141	0.00158	14885	0.00129	2715	0.00024	28865	0.00232	12440	0.00117	3197	0.00058	12020	0.00124	14896	0.00174	13908	0.00148	7014	0.00100	2973	0.00025	1473	0.00020	2373	0.00023	5332	0.00048	4621	0.00049	0	0.00000	1029	0.00014
Compsopogonophyceae	930023	C	28	0.00000	28	0.00000	108	0.00001	112	0.00001	85	0.00001	102	0.00001	64	0.00001	35	0.00000	54	0.00001	47	0.00001	317	0.00003	33	0.00001	67	0.00001	298	0.00003	33	0.00001	149	0.00002	209	0.00002	87	0.00001	22	0.00000	116	0.00001	81	0.00001	26	0.00000	82	0.00001	52	0.00001	97	0.00001	296	0.00004	69	0.00001	56	0.00001	229	0.00002	171	0.00002	32	0.00000	0	0.00000	29	0.00000
Holophagae	533205	C	64	0.00001	71	0.00001	45	0.00000	86	0.00001	56	0.00001	70	0.00001	40	0.00000	96	0.00001	72	0.00001	41	0.00000	54	0.00001	104	0.00002	280	0.00003	124	0.00001	259	0.00004	72	0.00001	98	0.00001	422	0.00004	90	0.00001	1284	0.00010	998	0.00009	298	0.00005	513	0.00005	248	0.00003	542	0.00006	230	0.00003	292	0.00002	58	0.00001	295	0.00003	537	0.00005	1177	0.00013	0	0.00000	46	0.00001
Zetaproteobacteria	580370	C	13	0.00000	23	0.00000	13	0.00000	0	0.00000	26	0.00000	21	0.00000	16	0.00000	24	0.00000	19	0.00000	14	0.00000	20	0.00000	25	0.00000	249	0.00003	26	0.00000	76	0.00001	49	0.00000	36	0.00000	62	0.00001	16	0.00000	262	0.00002	78	0.00001	106	0.00002	1905	0.00020	274	0.00003	345	0.00004	484	0.00007	31	0.00000	13	0.00000	72	0.00001	187	0.00002	88	0.00001	0	0.00000	12	0.00000
Negativicutes	909932	C	2325	0.00036	2380	0.00036	399	0.00004	425	0.00004	623	0.00006	538	0.00005	530	0.00006	578	0.00006	2068	0.00024	436	0.00005	540	0.00005	481	0.00009	811	0.00009	13137	0.00136	1496	0.00025	11604	0.00118	21661	0.00200	6555	0.00057	1016	0.00009	8634	0.00069	6488	0.00061	1906	0.00035	8908	0.00092	79186	0.00925	3825	0.00041	7971	0.00114	2671	0.00022	925	0.00012	3952	0.00039	6560	0.00060	4905	0.00052	0	0.00000	842	0.00011
Candidatus Brocadiia	2517206	C	42	0.00001	89	0.00001	100	0.00001	157	0.00001	111	0.00001	68	0.00001	63	0.00001	248	0.00002	69	0.00001	118	0.00001	110	0.00001	74	0.00001	115	0.00001	1890	0.00020	134	0.00002	2354	0.00024	2708	0.00025	227	0.00002	56	0.00000	379	0.00003	165	0.00002	96	0.00002	332	0.00003	169	0.00002	209	0.00002	105	0.00001	109	0.00001	77	0.00001	170	0.00002	277	0.00003	145	0.00002	0	0.00000	61	0.00001
Deltaproteobacteria	28221	C	3520	0.00055	4132	0.00062	4172	0.00042	6112	0.00056	10959	0.00099	9867	0.00098	11309	0.00120	4909	0.00049	5640	0.00065	4644	0.00050	4232	0.00041	6206	0.00113	19312	0.00214	14165	0.00146	108237	0.01845	10450	0.00106	13435	0.00124	55333	0.00478	6626	0.00059	188274	0.01512	27787	0.00261	16739	0.00303	52945	0.00548	95022	0.01110	66353	0.00705	10864	0.00155	10168	0.00085	4363	0.00059	9750	0.00096	19683	0.00179	25577	0.00272	0	0.00000	6203	0.00082
Ustilaginomycetes	5257	C	2275	0.00036	2401	0.00036	1264	0.00013	1471	0.00013	25002	0.00225	24680	0.00245	24894	0.00264	2002	0.00020	2989	0.00035	1272	0.00014	2541	0.00025	1288	0.00024	2562	0.00028	3323	0.00034	1627	0.00028	3141	0.00032	3992	0.00037	2596	0.00022	919	0.00008	3577	0.00029	2033	0.00019	1317	0.00024	2356	0.00024	1600	0.00019	2275	0.00024	1274	0.00018	1338	0.00011	1333	0.00018	1623	0.00016	2034	0.00018	1686	0.00018	0	0.00000	1997	0.00026
Chthonomonadetes	1077257	C	0	0.00000	0	0.00000	72	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	167	0.00002	66	0.00001	94	0.00001	16	0.00000	0	0.00000	170	0.00002	0	0.00000	0	0.00000	0	0.00000	93	0.00001	236	0.00002	0	0.00000	544	0.00004	405	0.00004	214	0.00004	366	0.00004	97010	0.01134	347	0.00004	59	0.00001	97	0.00001	75	0.00001	0	0.00000	267	0.00002	109	0.00001	0	0.00000	1087	0.00014
Gnetopsida	3372	C	0	0.00000	0	0.00000	34	0.00000	30	0.00000	38	0.00000	54	0.00001	64	0.00001	45	0.00000	28	0.00000	39	0.00000	16	0.00000	16	0.00000	16	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	59	0.00001	0	0.00000	29	0.00000	30	0.00000	14	0.00000	10	0.00000	39	0.00000	15	0.00000	0	0.00000	0	0.00000	16	0.00000	31	0.00000	43	0.00000	0	0.00000	0	0.00000	33	0.00000
Clitellata	42113	C	1077	0.00017	1110	0.00017	1580	0.00016	1917	0.00017	2862	0.00026	1968	0.00020	2012	0.00021	2421	0.00024	1917	0.00022	1247	0.00013	1667	0.00016	710	0.00013	1310	0.00014	822	0.00008	755	0.00013	756	0.00008	2679	0.00025	2201	0.00019	593	0.00005	1069	0.00009	1387	0.00013	952	0.00017	860	0.00009	1091	0.00013	1042	0.00011	514	0.00007	1284	0.00011	1632	0.00022	963	0.00009	1125	0.00010	529	0.00006	0	0.00000	1701	0.00023
Archaeoglobi	183980	C	30	0.00000	164	0.00002	302	0.00003	322	0.00003	440	0.00004	335	0.00003	537	0.00006	431	0.00004	327	0.00004	419	0.00005	743	0.00007	40	0.00001	365	0.00004	296	0.00003	409	0.00007	182	0.00002	980	0.00009	445	0.00004	24	0.00000	170	0.00001	84	0.00001	340	0.00006	123	0.00001	467	0.00005	574	0.00006	58	0.00001	183	0.00002	77	0.00001	294	0.00003	261	0.00002	127	0.00001	0	0.00000	90	0.00001
Polyacanthocephala	178078	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	19	0.00000	15	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Spirochaetia	203692	C	6988	0.00109	6868	0.00102	13388	0.00135	15623	0.00142	1571	0.00014	1423	0.00014	1317	0.00014	1544	0.00015	6175	0.00072	12795	0.00138	6115	0.00059	1040	0.00019	2055	0.00023	11506	0.00119	1992	0.00034	11383	0.00116	14289	0.00132	7337	0.00063	3001	0.00027	11403	0.00092	4034	0.00038	1693	0.00031	6697	0.00069	6592	0.00077	4585	0.00049	6419	0.00091	2641	0.00022	1902	0.00026	6576	0.00065	6751	0.00061	2944	0.00031	0	0.00000	8118	0.00107
Chondrichthyes	7777	C	11475	0.00179	12206	0.00182	11614	0.00118	12698	0.00115	15660	0.00141	13288	0.00132	12953	0.00138	16155	0.00162	18103	0.00210	10285	0.00111	16118	0.00156	9354	0.00171	21153	0.00234	8420	0.00087	13430	0.00229	12035	0.00123	11946	0.00110	18540	0.00160	5891	0.00053	9338	0.00075	13308	0.00125	8959	0.00162	6264	0.00065	5713	0.00067	5428	0.00058	9793	0.00139	12218	0.00102	13191	0.00177	7242	0.00071	9189	0.00083	5438	0.00058	0	0.00000	24781	0.00328
Orbiliomycetes	189478	C	75	0.00001	86	0.00001	212	0.00002	202	0.00002	215	0.00002	207	0.00002	134	0.00001	216	0.00002	131	0.00002	166	0.00002	108	0.00001	72	0.00001	485	0.00005	369	0.00004	96	0.00002	383	0.00004	712	0.00007	313	0.00003	94	0.00001	340	0.00003	232	0.00002	102	0.00002	100	0.00001	195	0.00002	136	0.00001	54	0.00001	145	0.00001	149	0.00002	432	0.00004	260	0.00002	145	0.00002	0	0.00000	127	0.00002
Nitrospinia	1293498	C	21	0.00000	23	0.00000	28	0.00000	37	0.00000	53	0.00000	46	0.00000	40	0.00000	47	0.00000	74	0.00001	35	0.00000	26	0.00000	22	0.00000	70	0.00001	55	0.00001	148	0.00003	33	0.00000	75	0.00001	139	0.00001	27	0.00000	222	0.00002	104	0.00001	50	0.00001	95	0.00001	119	0.00001	140	0.00001	63	0.00001	61	0.00001	54	0.00001	22	0.00000	143	0.00001	134	0.00001	0	0.00000	31	0.00000
Methanonatronarchaeia	171536	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	23	0.00000	20	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	22	0.00000	18	0.00000	36	0.00000	16	0.00000	12	0.00000	48	0.00000	24	0.00000	0	0.00000	147	0.00001	12	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	47	0.00001
Kinetoplastea	5653	C	3677	0.00057	3867	0.00058	4180	0.00042	4524	0.00041	4761	0.00043	3975	0.00039	4019	0.00043	5325	0.00053	4453	0.00052	3873	0.00042	2665	0.00026	2795	0.00051	4402	0.00049	1916	0.00020	2765	0.00047	2200	0.00022	2977	0.00027	4394	0.00038	1463	0.00013	3979	0.00032	3683	0.00035	2339	0.00042	3139	0.00032	2450	0.00029	2698	0.00029	1526	0.00022	4221	0.00035	3951	0.00053	2649	0.00026	4646	0.00042	2653	0.00028	0	0.00000	3500	0.00046
Endomicrobia	447830	C	80	0.00001	106	0.00002	20	0.00000	50	0.00000	69	0.00001	27	0.00000	57	0.00001	22	0.00000	17	0.00000	0	0.00000	48	0.00000	0	0.00000	44	0.00000	82	0.00001	28	0.00000	98	0.00001	155	0.00001	99	0.00001	10	0.00000	311	0.00002	55	0.00001	24	0.00000	508	0.00005	47	0.00001	88	0.00001	394	0.00006	18	0.00000	21	0.00000	41	0.00000	193	0.00002	53	0.00001	0	0.00000	48	0.00001
Palmophyllophyceae	2201463	C	0	0.00000	0	0.00000	176	0.00002	182	0.00002	193	0.00002	188	0.00002	238	0.00003	115	0.00001	163	0.00002	160	0.00002	154	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	66	0.00001	14	0.00000	52	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	1445	0.00015	0	0.00000	0	0.00000
Pelagophyceae	35675	C	68	0.00001	87	0.00001	76	0.00001	275	0.00002	370	0.00003	90	0.00001	61	0.00001	117	0.00001	418	0.00005	79	0.00001	196	0.00002	52	0.00001	354	0.00004	226	0.00002	97	0.00002	91	0.00001	120	0.00001	235	0.00002	133	0.00001	777	0.00006	554	0.00005	276	0.00005	730	0.00008	384	0.00004	602	0.00006	168	0.00002	154	0.00001	85	0.00001	257	0.00003	465	0.00004	611	0.00007	0	0.00000	114	0.00002
Revtraviricetes	2732514	C	2720	0.00042	2774	0.00041	481	0.00005	535	0.00005	476	0.00004	376	0.00004	382	0.00004	486	0.00005	378	0.00004	1467	0.00016	1870	0.00018	1232	0.00023	869	0.00010	4683	0.00048	547	0.00009	722	0.00007	5074	0.00047	816	0.00007	1239	0.00011	876	0.00007	1969	0.00019	923	0.00017	2781	0.00029	627	0.00007	2309	0.00025	3180	0.00045	2005	0.00017	724	0.00010	853	0.00008	690	0.00006	1110	0.00012	0	0.00000	1386	0.00018
Pycnogonida	57294	C	577	0.00009	516	0.00008	160	0.00002	81	0.00001	212	0.00002	267	0.00003	222	0.00002	241	0.00002	201	0.00002	371	0.00004	1037	0.00010	214	0.00004	481	0.00005	997	0.00010	271	0.00005	364	0.00004	4163	0.00038	490	0.00004	0	0.00000	262	0.00002	273	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	360	0.00003	527	0.00007	1988	0.00020	0	0.00000	66	0.00001	0	0.00000	294	0.00004
Gordioida	42813	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Bacillariophyceae	33849	C	543	0.00008	488	0.00007	731	0.00007	1711	0.00016	1021	0.00009	754	0.00007	443	0.00005	459	0.00005	417	0.00005	346	0.00004	1084	0.00011	739	0.00014	732	0.00008	2783	0.00029	965	0.00016	2372	0.00024	2528	0.00023	499	0.00004	182	0.00002	1066	0.00009	420	0.00004	344	0.00006	2625	0.00027	1063	0.00012	831	0.00009	713	0.00010	944	0.00008	382	0.00005	1505	0.00015	1278	0.00012	643	0.00007	0	0.00000	460	0.00006
Actinomycetia	1760	C	29884	0.00467	31125	0.00464	32309	0.00327	44056	0.00400	65893	0.00593	54300	0.00540	54438	0.00578	36972	0.00370	32804	0.00381	30600	0.00329	29274	0.00284	44370	0.00811	81260	0.00899	289460	0.02988	47916	0.00817	131367	0.01338	155646	0.01437	227182	0.01962	87966	0.00785	773044	0.06206	456525	0.04292	332756	0.06025	703580	0.07276	375811	0.04391	750342	0.07971	218806	0.03116	142589	0.01196	44047	0.00591	473665	0.04657	927057	0.08417	1522793	0.16221	67	0.43791	34035	0.00450
Thecostraca	116172	C	23066	0.00360	23911	0.00357	23318	0.00236	25343	0.00230	27035	0.00243	22510	0.00224	22261	0.00236	24688	0.00247	18992	0.00220	23592	0.00254	80442	0.00781	16769	0.00306	15165	0.00168	8158	0.00084	9380	0.00160	10583	0.00108	8951	0.00083	23234	0.00201	7374	0.00066	9938	0.00080	17311	0.00163	12865	0.00233	6601	0.00068	6253	0.00073	5959	0.00063	11000	0.00157	13779	0.00116	15173	0.00204	7900	0.00078	10232	0.00093	4908	0.00052	0	0.00000	55261	0.00731
Ostracoda	6670	C	11918	0.00186	12368	0.00184	218642	0.02212	223859	0.02035	232850	0.02094	212206	0.02108	224886	0.02388	204490	0.02048	223988	0.02599	205757	0.02214	178820	0.01736	14398	0.00263	16480	0.00182	17899	0.00185	12166	0.00207	15235	0.00155	19927	0.00184	17614	0.00152	5342	0.00048	21377	0.00172	11843	0.00111	7088	0.00128	13209	0.00137	10185	0.00119	13051	0.00139	9819	0.00140	13086	0.00110	13155	0.00176	10998	0.00108	16400	0.00149	7600	0.00081	0	0.00000	12039	0.00159
Dehalococcoidia	301297	C	143	0.00002	91	0.00001	105	0.00001	123	0.00001	252	0.00002	188	0.00002	197	0.00002	155	0.00002	137	0.00002	169	0.00002	107	0.00001	121	0.00002	214	0.00002	479	0.00005	240	0.00004	535	0.00005	499	0.00005	964	0.00008	374	0.00003	3460	0.00028	595	0.00006	262	0.00005	1342	0.00014	995	0.00012	1356	0.00014	415	0.00006	295	0.00002	116	0.00002	318	0.00003	447	0.00004	477	0.00005	0	0.00000	155	0.00002
Polyplacophora	6650	C	0	0.00000	0	0.00000	0	0.00000	86	0.00001	94	0.00001	49	0.00000	45	0.00000	0	0.00000	0	0.00000	0	0.00000	150	0.00001	66	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	23	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	54	0.00000	59	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Andreaeopsida	113507	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	43	0.00000	0	0.00000	0	0.00000
Ascetosporea	1871466	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	89	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Myxozoa	35581	C	13	0.00000	65	0.00001	28	0.00000	20	0.00000	11	0.00000	15	0.00000	14	0.00000	32	0.00000	14	0.00000	24	0.00000	18	0.00000	18	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	20	0.00000	69	0.00001	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Faserviricetes	2732411	C	139	0.00002	27	0.00000	92	0.00001	245	0.00002	372	0.00003	435	0.00004	219	0.00002	23	0.00000	286	0.00003	120	0.00001	296	0.00003	110	0.00002	300	0.00003	520	0.00005	99	0.00002	191	0.00002	900	0.00008	103	0.00001	0	0.00000	983	0.00008	218	0.00002	14	0.00000	30	0.00000	28	0.00000	306	0.00003	604	0.00009	639	0.00005	252	0.00003	144	0.00001	148	0.00001	65	0.00001	0	0.00000	142	0.00002
Harpellomycetes	2219693	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	26	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Solenogastres	231996	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Polypodiopsida	241806	C	224	0.00003	274	0.00004	310	0.00003	440	0.00004	614	0.00006	512	0.00005	535	0.00006	286	0.00003	1534	0.00018	391	0.00004	385	0.00004	175	0.00003	370	0.00004	867	0.00009	224	0.00004	1057	0.00011	862	0.00008	442	0.00004	59	0.00001	290	0.00002	202	0.00002	163	0.00003	511	0.00005	277	0.00003	284	0.00003	144	0.00002	212	0.00002	175	0.00002	234	0.00002	260	0.00002	214	0.00002	0	0.00000	331	0.00004
Nitrospira	203693	C	177	0.00003	189	0.00003	962	0.00010	1223	0.00011	344	0.00003	312	0.00003	279	0.00003	348	0.00003	477	0.00006	424	0.00005	244	0.00002	336	0.00006	334	0.00004	399	0.00004	427	0.00007	272	0.00003	310	0.00003	960	0.00008	701	0.00006	1470	0.00012	1319	0.00012	432	0.00008	762	0.00008	860	0.00010	1110	0.00012	1051	0.00015	307	0.00003	255	0.00003	404	0.00004	831	0.00008	756	0.00008	0	0.00000	225	0.00003
Protura	29999	C	0	0.00000	0	0.00000	31	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	362	0.00004	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Prostomatea	6000	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	646	0.00006	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Palaeacanthocephala	45080	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	129	0.00001	13	0.00000	14	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	81	0.00001	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000
Cycadopsida	3296	C	0	0.00000	0	0.00000	0	0.00000	166	0.00002	109	0.00001	79	0.00001	105	0.00001	27	0.00000	75	0.00001	67	0.00001	50	0.00000	67	0.00001	68	0.00001	35	0.00000	0	0.00000	0	0.00000	0	0.00000	24	0.00000	0	0.00000	30	0.00000	12	0.00000	0	0.00000	285	0.00003	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	18	0.00000	0	0.00000	0	0.00000	0	0.00000
Elusimicrobia	641853	C	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	13	0.00000	14	0.00000	0	0.00000	34	0.00000	0	0.00000	14	0.00000	87	0.00001	21	0.00000	144	0.00001	44	0.00000	19	0.00000	0	0.00000	55	0.00000	17	0.00000	0	0.00000	62	0.00001	213	0.00002	108	0.00001	97	0.00001	17	0.00000	17	0.00000	0	0.00000	111	0.00001	25	0.00000	0	0.00000	11	0.00000
Udeonychophora	2082881	C	0	0.00000	11	0.00000	23	0.00000	0	0.00000	32	0.00000	30	0.00000	58	0.00001	0	0.00000	18	0.00000	0	0.00000	57	0.00001	0	0.00000	0	0.00000	20	0.00000	0	0.00000	42	0.00000	87	0.00001	34	0.00000	12	0.00000	22	0.00000	30	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	16	0.00000	0	0.00000	0	0.00000	0	0.00000	0	0.00000	10	0.00000
Epsilonproteobacteria	29547	C	3517	0.00055	3553	0.00053	4068	0.00041	4370	0.00040	6017	0.00054	5126	0.00051	5225	0.00055	4613	0.00046	5530	0.00064	6541	0.00070	5708	0.00055	2203	0.00040	5421	0.00060	42130	0.00435	18621	0.00317	47862	0.00488	51881	0.00479	39513	0.00341	152505	0.01361	131056	0.01052	66676	0.00627	13190	0.00239	21589	0.00223	11847	0.00138	11681	0.00124	23494	0.00335	9212	0.00077	3894	0.00052	19831	0.00195	15206	0.00138	7108	0.00076	0	0.00000	3298	0.00044
Malasseziomycetes	1538075	C	303	0.00005	283	0.00004	179	0.00002	336	0.00003	482	0.00004	438	0.00004	459	0.00005	453	0.00005	309	0.00004	208	0.00002	412	0.00004	385	0.00007	410	0.00005	360	0.00004	235	0.00004	385	0.00004	205	0.00002	724	0.00006	235	0.00002	1006	0.00008	573	0.00005	407	0.00007	981	0.00010	381	0.00004	681	0.00007	367	0.00005	341	0.00003	239	0.00003	293	0.00003	536	0.00005	511	0.00005	0	0.00000	235	0.00003
Lingulata	115361	C	831	0.00013	781	0.00012	697	0.00007	779	0.00007	807	0.00007	744	0.00007	740	0.00008	805	0.00008	797	0.00009	747	0.00008	623	0.00006	474	0.00009	850	0.00009	595	0.00006	546	0.00009	493	0.00005	440	0.00004	904	0.00008	289	0.00003	793	0.00006	632	0.00006	413	0.00007	344	0.00004	452	0.00005	370	0.00004	876	0.00012	831	0.00007	562	0.00008	504	0.00005	562	0.00005	291	0.00003	0	0.00000	540	0.00007
Ulvophyceae	33103	C	742	0.00012	534	0.00008	174	0.00002	358	0.00003	419	0.00004	310	0.00003	401	0.00004	400	0.00004	202	0.00002	275	0.00003	581	0.00006	358	0.00007	437	0.00005	1120	0.00012	202	0.00003	779	0.00008	615	0.00006	2315	0.00020	321	0.00003	490	0.00004	527	0.00005	133	0.00002	892	0.00009	749	0.00009	237	0.00003	509	0.00007	260	0.00002	216	0.00003	843	0.00008	523	0.00005	263	0.00003	0	0.00000	433	0.00006
