Module step	Module	KO id	Module Category	BLB.whokaryote.bac Module step presence	BLBWG4.whokaryote.bac Module step presence	BLR.whokaryote.bac Module step presence	BLRWG4.whokaryote.bac Module step presence	BLS.whokaryote.bac Module step presence	DC06.whokaryote.bac Module step presence	DC10.whokaryote.bac Module step presence	DC11.whokaryote.bac Module step presence	DC17.whokaryote.bac Module step presence	DM13.whokaryote.bac Module step presence	DM14.whokaryote.bac Module step presence	DM15.whokaryote.bac Module step presence	DM16.whokaryote.bac Module step presence	GG01.whokaryote.bac Module step presence	GH01.whokaryote.bac Module step presence	GN13.whokaryote.bac Module step presence	GN15.whokaryote.bac Module step presence	GN18.whokaryote.bac Module step presence	GN19.whokaryote.bac Module step presence	Meg119.whokaryote.bac Module step presence	Meg120.whokaryote.bac Module step presence	Meg140.whokaryote.bac Module step presence	Meg147.whokaryote.bac Module step presence	Meg177.whokaryote.bac Module step presence	Meg178.whokaryote.bac Module step presence	Meg179.whokaryote.bac Module step presence	Meg209.whokaryote.bac Module step presence	Meg214.whokaryote.bac Module step presence	Meg82.whokaryote.bac Module step presence	Meg88.whokaryote.bac Module step presence	Meg99.whokaryote.bac Module step presence	OC01.whokaryote.bac Module step presence
M00924+6	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	K05936		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00924+7	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	(K02189,K13541)		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00924+8	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	K02188		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00924+9	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide	K05895		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00925+1	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	(K02303,K13542)		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Absent	Absent	Absent	Absent
M00925+10	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	K02224		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00925+11	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	K02230+K09882+K09883		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent
M00925+2	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	(K03394,K13540)		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00925+3	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	K02229		Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00925+4	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	(K05934,K13540,K13541)		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00925+5	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	K05936		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00925+6	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	K02228		Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00925+7	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	K05895		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00925+8	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	K00595		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00925+9	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide	K06042		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00926+1	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	K02492		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00926+2	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	K01845		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00926+3	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	K01698		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00926+4	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	K01749		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00926+5	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	(K01719,K13542)		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Absent	Absent
M00926+6	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	K01599		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent
M00926+7	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	K00231		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00926+8	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	K01772		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Present	Absent
M00926+9	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme	K00435		Absent	Present	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00927+1	Gibberellin A12 biosynthesis, GAPP => GA12	K04120		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00927+2	Gibberellin A12 biosynthesis, GAPP => GA12	K04121		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00927+3	Gibberellin A12 biosynthesis, GAPP => GA12	K04122		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00927+4	Gibberellin A12 biosynthesis, GAPP => GA12	K04123		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00928+1	Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1	K05282		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00928+2	Gibberellin A4/A1 biosynthesis, GA12/GA53 => GA4/GA1	K04124		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00929+1	Gibberellin A1 biosynthesis, GGPP => GA1	K20657		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00929+2	Gibberellin A1 biosynthesis, GGPP => GA1	K21292		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00929+3	Gibberellin A1 biosynthesis, GGPP => GA1	K12917		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00929+4	Gibberellin A1 biosynthesis, GGPP => GA1	K12918		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00929+5	Gibberellin A1 biosynthesis, GGPP => GA1	K12919		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00930+1	Menaquinone biosynthesis, futalosine pathway	K11782		Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00930+2	Menaquinone biosynthesis, futalosine pathway	K18285		Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00930+3	Menaquinone biosynthesis, futalosine pathway	(K18286,K20810)		Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00930+4	Menaquinone biosynthesis, futalosine pathway	K11783		Absent	Present	Present	Present	Present	Present	Absent	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00930+5	Menaquinone biosynthesis, futalosine pathway	K11784		Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00930+6	Menaquinone biosynthesis, futalosine pathway	K11785		Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00931+1	Menaquinone biosynthesis, modified futalosine pathway	K11782		Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00931+2	Menaquinone biosynthesis, modified futalosine pathway	K18285		Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00931+3	Menaquinone biosynthesis, modified futalosine pathway	K18284		Absent	Absent	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00931+4	Menaquinone biosynthesis, modified futalosine pathway	K11784		Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00931+5	Menaquinone biosynthesis, modified futalosine pathway	K11785		Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00932+1	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	(K02552		Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent
M00932+10	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	K23095		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00932+2	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	K02551		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00932+3	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	K08680		Absent	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Absent	Absent	Absent
M00932+4	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	K02549,K14759)		Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Present	Absent	Absent	Absent	Absent
M00932+5	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	(K01911,K14760)		Absent	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent
M00932+6	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	K01661		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Absent	Present	Absent	Present	Absent	Absent
M00932+7	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	(K19222,K12073)		Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Absent	Present	Absent	Absent
M00932+8	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	K23094		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00932+9	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol	K17872		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00933+1	Plastoquinone biosynthesis, homogentisate + solanesyl-PP => plastoquinol	K12501		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00933+2	Plastoquinone biosynthesis, homogentisate + solanesyl-PP => plastoquinol	K12502		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00934+1	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	K24528+K24559+K24560+K24561+K24562		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00934+2	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	K24529		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00934+3	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	K24292+K24530		Present	Present	Present	Absent	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00934+4	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	K24531		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00934+5	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	K21540		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00934+6	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	K21539		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00934+7	Mycinamicin biosynthesis, malonyl-CoA + methylmalonyl-CoA => protomycinolide IV => mycinamicin II	K24390		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00935+1	Methanofuran biosynthesis	K09733		Absent	Absent	Absent	Present	Absent	Present	Absent	Present	Present	Present	Present	Absent	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00935+2	Methanofuran biosynthesis	K19793		Absent	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00935+3	Methanofuran biosynthesis	K07144		Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00935+4	Methanofuran biosynthesis	K18933		Present	Absent	Present	Absent	Absent	Absent	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Present	Absent	Absent
M00935+5	Methanofuran biosynthesis	K06914		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00935+6	Methanofuran biosynthesis	K07072		Absent	Absent	Absent	Absent	Absent	Present	Absent	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00936+1	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	K01593		Present	Present	Present	Present	Absent	Present	Present	Present	Present	Present	Present	Present	Present	Present	Present	Absent	Present	Present	Present	Absent	Absent	Absent	Absent	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00936+2	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	K24541		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00936+3	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	K22450		Absent	Absent	Present	Absent	Absent	Present	Present	Present	Present	Absent	Present	Present	Present	Present	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00936+4	Melatonin biosynthesis, plants, tryptophan => serotonin => melatonin	(K22588,K13066)		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00937+1	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1	K15316		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00937+10	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1	K24439		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00937+11	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1	K24856+K24438+K24857+K24858		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00937+12	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1	K17649		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00937+13	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1	K17650		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
M00937+14	Aflatoxin biosynthesis, malonyl-CoA => aflatoxin B1	K17651		Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent	Absent
